epoch,test_acc,train_loss_updated,test_loss
0.0,0.1044,2.291954116344452,14.799370785522461
1.0,0.0688,96.38917849298315,34106.179525
2.0,0.0039,282996.502374471,385621601.4848
3.0,0.098,,
4.0,0.098,,
5.0,0.098,,
6.0,0.098,,
7.0,0.098,,
8.0,0.098,,
9.0,0.098,,
